CPU,SMT enabled,Online CPUs,# Sockets,Cores/Socket,Threads/core,Ncores,NUMA nodes,L2 cache,L3 cache,Power Policy,# Meas,Score,sem,Spread,Score/Ncores,RAM,SWAP,electric_power_mean,electric_power_std,HS23/W,min_score,max_score,first_date,last_date
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,512K,16384K,,192.0,1007.0,8.8,122.3,15.7,-,-,-,-,-,676.1,1472.8,2025-03-01T21:27:14Z,2025-07-23T22:02:33Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,512K,32768K,not_available,195.0,2218.0,41.8,583.7,23.1,-,-,-,-,-,1387.9,3294.3,2023-07-12T13:39:08Z,2024-10-10T01:48:18Z
Intel(R) Xeon(R) CPU E5-2640 v2 @ 2.00GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,256K,20480K,powersave,198.0,169.8,0.4,6.1,10.6,-,-,-,-,-,153.4,183.5,2023-07-12T19:48:05Z,2024-07-26T09:06:03Z
Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,0.0,0-35,2.0,18.0,1.0,36.0,2.0,1024K,25344K,powersave,199.0,580.6,6.0,83.9,16.1,-,-,-,-,-,237.1,813.7,2023-09-30T17:37:40Z,2024-06-18T10:24:14Z
Intel(R) Xeon(R) Gold 5120 CPU @ 2.20GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,28 MiB (28 instances),38.5 MiB (2 instances),performance,199.0,553.9,5.5,78.2,9.9,-,-,-,-,-,399.3,1008.8,2024-07-04T12:45:39Z,2025-10-24T06:53:59Z
Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,48 MiB (48 instances),71.5 MiB (2 instances),not_available,199.0,1279.0,24.5,345.9,13.3,-,-,-,-,-,648.2,2610.8,2024-01-12T12:05:01Z,2025-02-19T11:26:39Z
Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,48 MiB (48 instances),71.5 MiB (2 instances),,200.0,1093.7,17.1,241.6,11.4,-,-,481.9,68.3,2.1,726.0,2252.0,2025-04-01T14:08:14Z,2025-10-30T15:23:23Z
Intel(R) Xeon(R) Gold 6138 CPU @ 2.00GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,1024K,28160K,not_available,202.0,854.4,10.1,144.2,10.7,-,-,-,-,-,641.0,1492.2,2023-07-13T05:52:40Z,2024-06-29T09:04:09Z
Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,12288K,conservative,206.0,171.4,1.5,21.7,7.1,-,-,-,-,-,121.4,289.7,2023-07-13T13:23:41Z,2024-11-23T17:00:49Z
Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1024K,36608K,not_available,207.0,1086.8,13.7,196.4,11.3,-,-,-,-,-,745.1,2103.8,2023-07-18T00:51:56Z,2024-05-28T10:42:59Z
Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1024K,22528K,powersave,208.0,736.6,6.0,86.7,11.5,-,-,-,-,-,586.8,1203.8,2023-07-15T21:20:32Z,2024-10-06T20:44:23Z
Intel(R) Xeon(R) CPU           E5645  @ 2.40GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,12288K,conservative,210.0,231.8,1.4,20.8,9.7,-,-,-,-,-,175.7,265.6,2023-11-12T09:02:42Z,2024-09-03T05:28:07Z
Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,256K,15360K,powersave,211.0,289.8,2.7,39.1,12.1,-,-,-,-,-,163.5,320.6,2023-09-20T12:54:10Z,2024-01-16T07:54:31Z
Intel(R) Xeon(R) CPU E5-2450 0 @ 2.10GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,powersave,217.0,311.3,6.1,90.5,9.7,-,-,-,-,-,60.6,423.1,2023-07-15T02:58:52Z,2025-06-18T04:37:21Z
AMD EPYC 9754 128-Core Processor,1.0,0-255,1.0,128.0,2.0,256.0,1.0,128 MiB (128 instances),256 MiB (16 instances),performance,218.0,5224.3,104.6,1544.1,20.4,-,-,-,-,-,1517.1,7293.8,2024-09-23T04:41:39Z,2025-10-14T14:22:50Z
AMD EPYC 7452 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,32 MiB (64 instances),256 MiB (16 instances),,222.0,2046.2,24.5,364.9,16.0,-,-,436.3,28.7,5.2,1443.3,3086.3,2025-03-13T11:51:54Z,2025-10-27T16:56:46Z
Intel(R) Xeon(R) Silver 4210 CPU @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,20 MiB (20 instances),27.5 MiB (2 instances),not_available,222.0,459.7,3.8,56.8,11.5,-,-,-,-,-,307.6,745.2,2024-07-21T19:07:28Z,2025-02-22T08:18:44Z
Intel(R) Xeon(R) CPU E5-2609 v2 @ 2.50GHz,0.0,0-7,2.0,4.0,1.0,8.0,2.0,256K,10240K,powersave,226.0,85.8,0.8,12.6,10.7,-,-,-,-,-,43.7,92.5,2023-09-20T20:38:35Z,2024-07-09T07:33:36Z
Intel(R) Xeon(R) CPU E5-2650 v4 @ 2.20GHz,1.0,0-47,2.0,12.0,2.0,48.0,4.0,256K,15360K,powersave,227.0,539.6,4.6,68.8,11.2,-,-,-,-,-,384.7,751.3,2023-07-12T23:08:53Z,2024-06-01T03:11:26Z
Intel(R) Xeon(R) Gold 5418Y,1.0,0-95,2.0,24.0,2.0,96.0,2.0,96 MiB (48 instances),90 MiB (2 instances),performance,227.0,1504.5,9.2,139.0,15.7,-,-,-,-,-,1067.4,2068.3,2025-01-26T14:36:37Z,2025-10-30T02:08:49Z
Intel(R) Xeon(R) Platinum 8480CL,1.0,0-223,2.0,56.0,2.0,224.0,4.0,224 MiB (112 instances),210 MiB (2 instances),performance,229.0,3714.5,38.5,581.9,16.6,-,-,-,-,-,2342.1,5850.8,2024-05-17T08:44:03Z,2024-09-19T01:50:08Z
Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,40 MiB (40 instances),55 MiB (2 instances),performance,231.0,1025.4,17.4,264.7,12.8,-,-,-,-,-,567.6,1874.4,2024-10-24T17:14:23Z,2025-10-30T09:23:55Z
AMD EPYC 7643 48-Core Processor,1.0,0-191,2.0,48.0,2.0,192.0,2.0,512K,32768K,conservative,232.0,3072.7,35.8,545.0,16.0,-,-,-,-,-,2008.7,5164.0,2023-07-12T23:14:34Z,2024-07-23T04:11:42Z
Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,1024K,14080K,not_available,232.0,429.4,3.4,52.2,10.7,-,-,-,-,-,344.6,656.4,2023-07-12T15:06:31Z,2024-10-29T09:29:37Z
Intel(R) Xeon(R) CPU E5-2660 v4 @ 2.00GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,7 MiB (28 instances),70 MiB (2 instances),performance,233.0,495.4,2.6,39.9,8.8,-,-,-,-,-,267.7,550.3,2024-09-12T19:38:13Z,2025-10-30T11:57:46Z
AMD EPYC 7551P 32-Core Processor,0.0,0-31,1.0,32.0,1.0,32.0,4.0,16 MiB (32 instances),64 MiB (8 instances),not_available,233.0,481.6,2.5,38.5,15.0,-,-,-,-,-,262.2,532.0,2024-06-28T16:11:01Z,2025-02-20T13:22:16Z
Intel(R) Xeon(R) Gold 6130 CPU @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,32 MiB (32 instances),44 MiB (2 instances),not_available,233.0,673.2,5.9,90.4,10.5,-,-,-,-,-,279.3,1136.2,2024-07-13T13:46:19Z,2025-02-21T20:58:44Z
Intel(R) Xeon(R) CPU E5-2670 v3 @ 2.30GHz,0.0,0-23,2.0,12.0,1.0,24.0,2.0,256K,30720K,performance,233.0,378.2,1.8,27.6,15.8,-,-,-,-,-,136.2,412.4,2023-07-14T10:21:03Z,2025-10-16T02:33:44Z
Intel(R) Xeon(R) CPU E5-2680 v3 @ 2.50GHz,0.0,0-23,2.0,12.0,1.0,24.0,2.0,6 MiB (24 instances),60 MiB (2 instances),performance,234.0,416.2,2.2,33.2,17.3,-,-,-,-,-,280.9,475.5,2024-06-07T07:18:53Z,2025-06-16T00:04:29Z
AMD EPYC 9754 128-Core Processor,1.0,0-255,1.0,128.0,2.0,256.0,4.0,128 MiB (128 instances),256 MiB (16 instances),not_available,237.0,6299.9,43.1,664.0,24.6,-,-,-,-,-,4082.6,7356.5,2024-06-27T22:52:24Z,2025-02-12T20:44:35Z
Intel(R) Xeon(R) Gold 5220R CPU @ 2.20GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1024K,36608K,powersave,238.0,2203.4,14.9,229.9,23.0,-,-,-,-,-,1105.8,2486.3,2023-09-28T14:35:49Z,2024-05-01T20:04:22Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,512K,32768K,ondemand,238.0,1649.4,26.1,403.0,17.2,-,-,-,-,-,1020.8,3156.4,2023-07-12T13:48:16Z,2025-07-14T11:42:06Z
Intel(R) Xeon(R) Gold 6248 CPU @ 2.50GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,1024K,28160K,powersave,238.0,1190.2,18.3,281.8,14.9,-,-,-,-,-,688.5,2084.6,2023-07-14T20:25:43Z,2024-08-08T07:10:03Z
Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,32 MiB (32 instances),44 MiB (2 instances),performance,241.0,959.5,10.3,160.3,15.0,-,-,-,-,-,698.2,1579.5,2024-01-31T20:08:47Z,2025-10-30T18:15:04Z
Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,4.0,48 MiB (48 instances),71.5 MiB (2 instances),,242.0,1032.0,11.0,171.5,10.7,-,-,-,-,-,781.4,2420.2,2025-02-24T13:03:55Z,2025-09-26T19:13:35Z
Intel(R) Xeon(R) CPU E5-2683 v4 @ 2.10GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,256K,40960K,performance,248.0,665.2,5.8,92.1,10.4,-,-,-,-,-,535.9,1056.0,2023-07-14T11:08:59Z,2024-10-11T00:55:20Z
Intel(R) Xeon(R) CPU E5-2650 v3 @ 2.30GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,powersave,250.0,416.3,4.0,63.2,10.4,-,-,-,-,-,166.4,667.5,2023-07-14T19:52:37Z,2024-06-30T07:20:53Z
Intel(R) Xeon(R) CPU E5-2698 v4 @ 2.20GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,256K,51200K,powersave,252.0,783.5,10.0,159.1,9.8,-,-,-,-,-,407.0,1604.3,2023-07-14T04:17:32Z,2024-10-15T18:01:52Z
Intel(R) Xeon(R) CPU E5-2650 v4 @ 2.20GHz,1.0,0-47,2.0,12.0,2.0,48.0,4.0,6 MiB (24 instances),60 MiB (4 instances),performance,253.0,510.7,5.3,84.8,10.6,-,-,-,-,-,388.3,843.6,2024-07-26T15:28:41Z,2025-10-30T17:50:00Z
Intel(R) Xeon(R) CPU E5-2650L 0 @ 1.80GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,256K,20480K,conservative,254.0,154.6,0.8,12.7,9.7,-,-,-,-,-,116.8,167.9,2023-07-12T13:45:23Z,2023-12-10T19:47:14Z
AMD EPYC 7713P 64-Core Processor,1.0,0-127,1.0,64.0,2.0,128.0,1.0,512K,32768K,ondemand,258.0,2762.5,11.6,186.7,21.6,-,-,-,-,-,2223.2,3358.7,2023-07-13T19:25:02Z,2024-06-24T14:31:14Z
Intel(R) Xeon(R) Silver 4210 CPU @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,20 MiB (20 instances),27.5 MiB (2 instances),,258.0,444.5,3.7,60.1,11.1,-,-,-,-,-,280.1,721.6,2025-02-23T13:13:16Z,2025-10-30T18:34:15Z
Intel(R) Xeon(R) CPU E5-2695 v2 @ 2.40GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,256K,30720K,powersave,260.0,505.7,11.1,178.2,10.5,-,-,-,-,-,101.7,664.2,2023-07-16T00:48:40Z,2024-08-07T23:08:48Z
AMD EPYC 7301 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,16 MiB (32 instances),128 MiB (16 instances),performance,260.0,764.3,5.9,95.0,11.9,-,-,-,-,-,550.2,1159.1,2024-06-25T15:08:43Z,2025-10-15T17:44:15Z
Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,32 MiB (32 instances),44 MiB (2 instances),,262.0,705.7,4.9,79.2,11.0,-,-,-,-,-,573.9,1310.4,2025-03-04T08:30:24Z,2025-08-10T19:18:49Z
AMD EPYC 7643 48-Core Processor,1.0,0-191,2.0,48.0,2.0,192.0,2.0,48 MiB (96 instances),512 MiB (16 instances),performance,264.0,2902.9,33.2,539.5,15.1,-,-,-,-,-,1909.2,5407.0,2024-07-19T00:13:36Z,2025-10-29T17:52:44Z
Intel(R) Xeon(R) CPU           X5560  @ 2.80GHz,1.0,0-15,2.0,4.0,2.0,16.0,1.0,256K,8192K,,264.0,116.6,0.3,5.1,7.3,-,-,-,-,-,106.0,141.1,2025-03-19T06:57:10Z,2025-10-18T16:01:00Z
AMD EPYC 7413 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,8.0,24 MiB (48 instances),256 MiB (8 instances),not_available,272.0,1757.5,22.5,371.2,18.3,-,-,-,-,-,1427.8,2925.3,2024-05-01T01:50:04Z,2025-02-15T06:12:13Z
Intel(R) Xeon(R) Gold 6336Y CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,1280K,36864K,powersave,276.0,1682.8,30.0,498.8,17.5,-,-,-,-,-,857.6,2778.7,2023-07-12T13:41:08Z,2024-04-29T05:22:27Z
Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,1024K,19712K,not_available,276.0,679.4,7.7,127.9,12.1,-,-,-,-,-,490.0,1272.0,2023-07-15T02:42:43Z,2025-01-25T09:42:42Z
Intel(R) Xeon(R) CPU E5-2650L 0 @ 1.80GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,256K,20480K,conservative,277.0,179.4,1.4,23.2,5.6,-,-,-,-,-,151.3,289.1,2023-07-13T14:24:19Z,2024-04-04T05:05:30Z
Intel(R) Xeon(R) Platinum 8352Y CPU @ 2.20GHz,0.0,0-63,2.0,32.0,1.0,64.0,2.0,1280K,49152K,performance,278.0,1330.5,8.1,135.3,20.8,-,-,-,-,-,983.0,1708.8,2023-11-09T02:07:10Z,2025-06-23T03:27:12Z
Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,256K,20480K,performance,278.0,230.8,0.8,12.5,14.4,-,-,-,-,-,190.2,276.6,2023-10-11T12:39:17Z,2025-10-15T15:12:04Z
Intel(R) Xeon(R) CPU           X5675  @ 3.07GHz,0.0,0-11,2.0,6.0,1.0,12.0,1.0,256K,12288K,not_available,279.0,139.3,0.3,4.4,11.6,-,-,-,-,-,111.0,147.4,2023-07-15T04:36:59Z,2025-03-20T02:55:01Z
Intel(R) Xeon(R) Gold 6242 CPU @ 2.80GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,32 MiB (32 instances),44 MiB (2 instances),performance,279.0,957.0,12.5,209.3,15.0,-,-,387.1,6.0,2.1,540.1,1597.2,2024-02-01T19:35:15Z,2025-10-30T09:25:32Z
Intel(R) Xeon(R) CPU E5-2650 v3 @ 2.30GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,5 MiB (20 instances),50 MiB (2 instances),performance,284.0,467.7,7.2,121.6,11.7,-,-,-,-,-,185.1,700.2,2024-03-07T07:26:21Z,2025-10-23T16:15:00Z
Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz,0.0,0-31,2.0,16.0,1.0,32.0,2.0,1024K,22528K,powersave,285.0,691.9,4.1,69.5,21.6,-,-,-,-,-,504.3,782.8,2023-09-21T11:18:44Z,2024-06-14T21:21:38Z
Intel(R) Xeon(R) Silver 4214R CPU @ 2.40GHz,1.0,0-47,2.0,12.0,2.0,48.0,4.0,1024K,16896K,powersave,286.0,604.8,3.5,58.8,12.6,-,-,-,-,-,425.5,841.1,2023-08-22T01:50:01Z,2024-10-03T18:33:42Z
Intel(R) Xeon(R) Gold 6226 CPU @ 2.70GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,1024K,19712K,not_available,286.0,627.8,4.3,72.4,13.1,-,-,-,-,-,487.8,1142.8,2023-07-13T08:32:05Z,2024-10-02T05:36:05Z
AMD EPYC 7551P 32-Core Processor,0.0,0-31,1.0,32.0,1.0,32.0,4.0,512K,8192K,not_available,290.0,475.9,1.3,22.5,14.9,-,-,-,-,-,361.5,513.7,2023-08-25T16:06:44Z,2024-06-22T19:38:52Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,16 MiB (32 instances),256 MiB (16 instances),not_available,292.0,1099.1,8.6,146.4,17.2,-,-,-,-,-,743.7,1624.7,2024-03-23T00:48:30Z,2025-02-21T08:36:10Z
Intel(R) Xeon(R) CPU E5-2650L v3 @ 1.80GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,256K,30720K,powersave,293.0,406.1,4.2,71.7,8.5,-,-,-,-,-,301.8,640.9,2023-07-14T14:41:40Z,2024-04-22T05:30:53Z
AMD EPYC 7742 64-Core Processor,1.0,0-255,2.0,64.0,2.0,256.0,2.0,512K,16384K,performance,295.0,3262.8,28.7,493.1,12.7,-,-,-,-,-,1244.9,5239.1,2023-10-04T14:44:12Z,2025-10-14T07:55:22Z
INTEL(R) XEON(R) GOLD 6542Y,1.0,0-95,2.0,24.0,2.0,96.0,4.0,96 MiB (48 instances),120 MiB (2 instances),performance,296.0,2041.4,24.9,428.3,21.3,-,-,-,-,-,1180.9,3635.0,2024-08-27T14:45:57Z,2025-07-08T01:10:18Z
AMD EPYC 7702P 64-Core Processor,0.0,0-63,1.0,64.0,1.0,64.0,1.0,32 MiB (64 instances),256 MiB (16 instances),performance,300.0,1257.4,7.1,122.8,19.6,-,-,-,-,-,685.3,1530.4,2024-06-29T17:50:06Z,2025-03-26T03:39:29Z
Intel(R) Xeon(R) Gold 6226R CPU @ 2.90GHz,0.0,0-31,2.0,16.0,1.0,32.0,1.0,1024K,22528K,performance,300.0,660.5,2.0,34.2,20.6,-,-,-,-,-,450.5,729.9,2023-07-14T08:23:13Z,2025-10-30T20:58:51Z
AMD EPYC 7543 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,512K,32768K,conservative,303.0,2030.1,14.1,245.9,15.9,-,-,-,-,-,1192.6,3021.1,2023-07-12T21:09:13Z,2024-06-12T12:26:27Z
Intel(R) Xeon(R) CPU E5-2620 v3 @ 2.40GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,3 MiB (12 instances),30 MiB (2 instances),performance,304.0,384.9,3.1,53.3,16.0,-,-,-,-,-,163.0,425.0,2024-01-15T10:25:47Z,2025-10-15T23:28:35Z
AMD EPYC 9754 128-Core Processor,1.0,0-255,1.0,128.0,2.0,256.0,4.0,1024K,16384K,not_available,309.0,6704.0,22.5,395.9,26.2,-,-,-,-,-,4651.6,7394.0,2023-11-25T21:07:38Z,2024-06-26T15:35:08Z
Intel(R) Xeon(R) CPU E5-2618L v4 @ 2.20GHz,1.0,0-39,2.0,10.0,2.0,40.0,2.0,256K,25600K,powersave,311.0,355.2,2.7,46.8,8.9,-,-,-,-,-,47.6,549.2,2023-07-12T19:43:10Z,2024-11-06T13:41:18Z
Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,1024K,22528K,performance,315.0,765.9,3.3,58.8,12.0,-,-,-,-,-,642.6,984.6,2023-07-12T14:38:22Z,2023-12-04T04:26:29Z
Intel(R) Xeon(R) CPU E5-2680 v4 @ 2.40GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,256K,35840K,performance,317.0,761.9,12.4,221.6,13.6,-,-,-,-,-,173.3,1110.8,2023-08-10T13:53:17Z,2024-06-24T06:22:30Z
Intel(R) Xeon(R) CPU E5-2650L 0 @ 1.80GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),performance,317.0,213.8,2.2,38.3,6.7,-,-,-,-,-,127.4,322.1,2024-01-03T20:43:35Z,2025-10-28T22:01:37Z
Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHz,1.0,0-23,2.0,6.0,2.0,24.0,2.0,3 MiB (12 instances),30 MiB (2 instances),performance,318.0,302.4,1.6,28.4,12.6,-,-,-,-,-,166.4,325.2,2024-01-15T20:35:36Z,2025-07-25T23:54:18Z
AMD EPYC 7502 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,2.0,512K,16384K,conservative,319.0,1756.3,12.5,223.8,13.7,-,-,-,-,-,1249.8,2764.5,2023-07-13T04:01:25Z,2024-03-15T04:48:57Z
Intel(R) Xeon(R) Gold 5218 CPU @ 2.30GHz,1.0,0-63,2.0,16.0,2.0,64.0,2.0,32 MiB (32 instances),44 MiB (2 instances),not_available,324.0,745.9,8.5,152.4,11.7,-,-,-,-,-,622.5,1585.8,2024-07-13T00:40:33Z,2025-02-22T06:05:45Z
AMD EPYC 7351 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,8.0,16 MiB (32 instances),128 MiB (16 instances),performance,329.0,811.1,8.0,145.2,12.7,-,-,346.3,11.1,2.0,293.7,1227.3,2024-10-16T10:31:10Z,2025-10-30T20:34:52Z
Intel(R) Xeon(R) Gold 6336Y CPU @ 2.40GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,60 MiB (48 instances),72 MiB (2 instances),performance,333.0,1488.9,19.3,351.8,15.5,-,-,-,-,-,742.8,2869.6,2024-11-07T09:11:22Z,2025-10-30T22:08:30Z
Intel(R) Xeon(R) CPU E5-2620 v4 @ 2.10GHz,1.0,0-31,2.0,8.0,2.0,32.0,2.0,4 MiB (16 instances),40 MiB (2 instances),performance,337.0,335.6,4.6,83.6,10.5,-,-,-,-,-,130.1,588.4,2023-12-23T10:11:53Z,2025-10-28T15:44:47Z
AMD EPYC 7H12 64-Core Processor,0.0,0-63,1.0,64.0,1.0,64.0,1.0,32 MiB (64 instances),256 MiB (16 instances),performance,337.0,1320.1,7.0,127.9,20.6,-,-,-,-,-,602.3,1482.9,2024-06-29T00:28:33Z,2025-03-25T04:30:55Z
AMD EPYC 7282 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,16 MiB (32 instances),128 MiB (8 instances),performance,338.0,906.5,7.9,145.1,14.2,-,-,260.0,30.1,2.7,104.3,1533.9,2024-07-20T19:04:45Z,2025-10-30T05:24:48Z
Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,256K,30720K,powersave,339.0,528.1,4.5,82.6,11.0,-,-,-,-,-,415.7,893.7,2023-07-13T13:21:57Z,2024-04-28T02:56:17Z
Intel(R) Xeon(R) Gold 6342 CPU @ 2.80GHz,1.0,0-95,2.0,24.0,2.0,96.0,2.0,60 MiB (48 instances),72 MiB (2 instances),not_available,339.0,1669.6,20.8,383.0,17.4,-,-,-,-,-,1158.0,2902.5,2024-01-30T18:21:04Z,2025-02-21T19:22:45Z
AMD EPYC 7452 32-Core Processor,1.0,0-127,2.0,32.0,2.0,128.0,8.0,512K,16384K,not_available,339.0,1777.9,15.3,281.9,13.9,-,-,-,-,-,1079.6,3099.5,2023-07-15T16:42:39Z,2024-11-05T21:04:36Z
Intel(R) Xeon(R) Gold 6140 CPU @ 2.30GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,36 MiB (36 instances),49.5 MiB (2 instances),performance,341.0,989.2,13.0,240.4,13.7,-,-,-,-,-,502.4,1647.7,2024-06-06T14:09:42Z,2025-10-30T19:23:29Z
Intel(R) Xeon(R) CPU           E5520  @ 2.27GHz,1.0,0-15,2.0,4.0,2.0,16.0,2.0,2 MiB (8 instances),16 MiB (2 instances),,347.0,152.8,1.0,18.4,9.6,-,-,-,-,-,80.9,165.9,2025-03-19T18:17:04Z,2025-10-30T17:00:57Z
Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz,1.0,0-79,2.0,20.0,2.0,80.0,2.0,40 MiB (40 instances),55 MiB (2 instances),not_available,347.0,924.8,9.9,184.4,11.6,-,-,-,-,-,295.2,1754.5,2023-09-04T11:14:36Z,2025-02-21T12:38:05Z
Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,28 MiB (28 instances),38.5 MiB (2 instances),,348.0,650.5,5.3,99.6,11.6,-,-,358.0,8.8,1.8,427.1,1219.8,2025-04-06T20:09:56Z,2025-10-29T10:34:03Z
AMD EPYC 7F72 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),384 MiB (24 instances),ondemand,348.0,1748.3,13.4,250.8,18.2,-,-,610.6,23.7,2.9,1334.9,2573.7,2024-09-21T10:58:53Z,2025-10-30T13:14:32Z
Intel(R) Xeon(R) Gold 6240 CPU @ 2.60GHz,1.0,0-71,2.0,18.0,2.0,72.0,2.0,36 MiB (36 instances),49.5 MiB (2 instances),performance,352.0,1004.4,12.6,235.6,14.0,-,-,-,-,-,603.9,1775.8,2024-06-12T14:52:42Z,2025-10-30T16:56:38Z
Intel(R) Xeon(R) Gold 6132 CPU @ 2.60GHz,1.0,0-55,2.0,14.0,2.0,56.0,2.0,1024K,19712K,powersave,355.0,685.4,5.5,104.5,12.2,-,-,-,-,-,223.3,1321.1,2023-07-12T21:59:17Z,2025-07-15T00:46:53Z
Intel(R) Xeon(R) CPU E5-2650L v3 @ 1.80GHz,1.0,0-47,2.0,12.0,2.0,48.0,2.0,6 MiB (24 instances),60 MiB (2 instances),performance,355.0,466.3,5.0,93.9,9.7,-,-,-,-,-,252.0,683.5,2024-01-18T07:56:14Z,2025-10-30T06:52:28Z
AMD EPYC 7443 24-Core Processor,1.0,0-95,2.0,24.0,2.0,96.0,2.0,24 MiB (48 instances),256 MiB (8 instances),,358.0,1611.6,13.4,252.8,16.8,-,-,-,-,-,1229.6,2948.9,2025-03-08T06:08:53Z,2025-10-30T18:06:22Z
AMD EPYC 7302 16-Core Processor,1.0,0-63,2.0,16.0,2.0,64.0,2.0,512K,16384K,conservative,358.0,961.8,4.2,80.1,15.0,-,-,-,-,-,810.4,1445.9,2023-07-12T13:51:42Z,2025-10-15T22:53:29Z
Intel(R) Xeon(R) Silver 4209T CPU @ 2.20GHz,0.0,0-15,2.0,8.0,1.0,16.0,2.0,1024K,11264K,powersave,362.0,259.2,0.7,13.6,16.2,-,-,-,-,-,204.6,301.8,2023-07-13T08:18:33Z,2024-09-13T00:15:29Z
